a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,num_replicates
0.25,0,6439.15,0,12878.3,6954.282,100
0.25,1,6536.14,652.2,13724.48,7332.9552,100
0.25,2,6634.4,896.82,14165.62,7541.8164,100
0.25,3,6660.66,1059.91,14381.23,7638.675,100
0.25,4,6663.06,1175.54,14501.66,7689.8316,100
0.25,5,6653.61,1265.68,14572.9,7717.4844,100
0.25,6,6662.36,1343.99,14668.71,7759.8246,100
0.25,7,6657.35,1404.92,14719.62,7780.0044,100
0.25,8,6694.76,1454.23,14843.75,7841.1174,100
0.25,9,6697.83,1494.69,14890.35,7861.4262,100
0.25,10,6740.59,1523.32,15004.5,7919.6316,100
0.25,11,6760.51,1563.99,15085.01,7958.2266,100
0.25,12,6783.63,1590.81,15158.07,7994.4606,100
0.25,13,6824.91,1608.34,15258.16,8046.4056,100
0.25,14,6873.76,1625.76,15373.28,8106.48,100
0.25,15,6929.63,1654.03,15513.29,8178.693,100
0.25,16,6974.14,1667.22,15615.5,8232.3036,100
0.25,17,7025.31,1681.72,15732.34,8293.6572,100
0.25,18,7056.54,1684.55,15797.63,8328.5742,100
0.25,19,7133.2,1688.07,15954.47,8412.8454,100
0.25,20,7196.36,1694.93,16087.65,8483.9394,100
0.25,21,7230.32,1705.6,16166.24,8525.0976,100
0.25,22,7296.19,1710.24,16302.62,8598.186,100
0.25,23,7356.58,1702.25,16415.41,8660.0514,100
0.25,24,7410.81,1719.32,16540.94,8725.7892,100
0.25,25,7469.34,1716.68,16655.36,8787.8928,100
0.25,26,7538.86,1717.67,16795.39,8863.3902,100
0.25,27,7603.23,1725.51,16931.97,8936.2026,100
0.25,28,7707.86,1730.06,17145.78,9051.114,100
0.25,29,7751.31,1734.03,17236.65,9099.7074,100
0.25,30,7813.71,1734.29,17361.71,9167.2086,100
0.25,31,7869.03,1727.51,17465.57,9224.1066,100
0.25,32,7930.72,1734.87,17596.31,9293.823,100
0.25,33,8004.08,1737.19,17745.35,9374.0262,100
0.25,34,8040.16,1733.66,17813.98,9411.5102,100
0.25,35,8109.99,1729.78,17949.76,9485.2966,100
0.25,36,8164.54,1727.81,18056.89,9543.385,100
0.25,37,8217.47,1728.84,18163.78,9600.982,100
0.25,38,8275.81,1726.09,18277.71,9662.8316,100
0.25,39,8324.1,1731.87,18380.07,9717.415,100
0.25,40,8386.18,1739.23,18511.59,9787.5498,100
0.25,41,8447.74,1740.24,18635.72,9854.4634,100
0.25,42,8496.49,1744.29,18737.27,9908.8112,100
0.25,43,8579.53,1742.07,18901.13,9997.5622,100
0.25,44,8649.87,1742.94,19042.68,10073.8952,100
0.25,45,8707.32,1734.96,19149.6,10132.5894,100
0.25,46,8794.29,1739.19,19327.77,10228.2946,100
0.25,47,8860.43,1733.33,19454.19,10297.2614,100
0.25,48,8892.26,1747.55,19532.07,10337.6128,100
0.25,49,8955.07,1744.39,19654.53,10404.1226,100
0.25,50,9008.97,1739.62,19757.56,10460.329,100
0.25,51,9062.56,1733.59,19858.71,10515.6724,100
0.25,52,9157.88,1728.19,20043.95,10616.3468,100
0.25,53,9202.51,1736.56,20141.58,10668.0676,100
0.25,54,9271.29,1735.84,20278.42,10742.0432,100
0.25,55,9329.06,1736.59,20394.71,10804.756,100
0.25,56,9399.37,1736.62,20535.36,10880.698,100
0.25,57,9481.5,1739.62,20702.62,10970.66,100
0.25,58,9555.11,1735.04,20845.26,11048.238,100
0.25,59,9619.82,1730.15,20969.79,11116.069,100
0.25,60,9712.83,1740.24,21165.9,11220.756,100
0.25,61,9750.12,1735.7,21235.94,11259.122,100
0.25,62,9819.87,1728.91,21368.65,11331.604,100
0.25,63,9909.13,1730.27,21548.53,11428.571,100
0.25,64,9978.81,1738.8,21696.42,11507.413,100
0.25,65,10036.45,1733.78,21806.68,11567.555,100
0.25,66,10104.07,1736,21944.14,11641.519,100
0.25,67,10138.45,1738.84,22015.74,11679.835000000001,100
0.25,68,10195.89,1737.51,22129.29,11741.313,100
0.25,69,10255.46,1739.13,22250.05,11806.33,100
0.25,70,10300.71,1738.04,22339.46,11854.746,100
0.25,71,10383,1732.2,22498.2,11941.164,100
0.25,72,10445.42,1730.94,22621.78,12008.05,100
0.25,73,10501.69,1723.53,22726.91,12065.707,100
0.25,74,10573.11,1723.59,22869.81,12142.866,100
0.25,75,10647.92,1732.57,23028.41,12227.434,100
0.25,76,10710.65,1730.39,23151.69,12294.264,100
0.25,77,10756.64,1732.91,23246.19,12344.994,100
0.25,78,10830.71,1734.28,23395.7,12425.558,100
0.25,79,10885.1,1735.78,23505.98,12484.935,100
0.25,80,10962.86,1737.59,23663.31,12569.68,100
0.25,81,11031.52,1730.51,23793.55,12640.854,100
0.25,82,11079.59,1739.56,23898.74,12696.571,100
0.25,83,11101.18,1739.43,23941.79,12719.839,100
0.25,84,11170.88,1732.02,24073.78,12791.996,100
0.25,85,11221.05,1737.5,24179.6,12848.484,100
0.25,86,11294.79,1737.05,24326.63,12927.935,100
0.25,87,11334.65,1728.93,24398.23,12967.572,100
0.25,88,11405.17,1736.61,24546.95,13046.958,100
0.25,89,11456.01,1740.98,24653,13103.703,100
0.25,90,11517.7,1739.26,24774.66,13169.604,100
0.25,91,11631.98,1742.84,25006.8,13294.534,100
0.25,92,11686.77,1738.95,25112.49,13352.072,100
0.25,93,11770.58,1739.9,25281.06,13442.983,100
0.25,94,11825.48,1743.63,25394.59,13503.844,100
0.25,95,11864.75,1731.02,25460.52,13540.955,100
0.25,96,11913.2,1752.54,25578.94,13602.321,100
0.25,97,11991.66,1731.64,25714.96,13678.283,100
0.25,98,12037.93,1737.5,25813.36,13730.712,100
0.25,99,12113.97,1734.09,25962.03,13811.407,100
0.25,100,12174.77,1738.87,26088.41,13879.078,100
