a,sigma,beta,k,u_hat,delta,p_increase,delta_correct
0.001,0.01,0.1,0.2,0.05,0.00477614771528065,0.08,-9.840956773137389e-6
0.001205263,0.01,0.1205263,0.2,0.05,0.00455813022902431,0.04,-9.451581151658645e-6
0.001410526,0.01,0.1410526,0.2,0.05,0.00435032533212599,0.12,-8.283815591344449e-6
0.001615789,0.01,0.1615789,0.2,0.05,0.00415229601803835,0.12,-6.3564036149033314e-6
0.001821053,0.01,0.1821053,0.2,0.05,0.00396362329386257,0.12,-3.6881583958111794e-6
0.002026316,0.01,0.20263159999999997,0.2,0.05,0.00378390895417386,0.1,-2.9798610579273924e-7
0.002231579,0.01,0.2231579,0.2,0.05,0.00361276925293057,0.08,3.795222365758199e-6
0.002436842,0.01,0.2436842,0.2,0.05,0.00344983784638169,0.06,8.57257104704915e-6
0.002642105,0.01,0.2642105,0.2,0.05,0.00329476411139503,0.24,1.4015196307475084e-5
0.002847368,0.01,0.28473679999999996,0.2,0.05,0.00314721244055758,0.1,2.0104291253118366e-5
0.003052632,0.01,0.3052632,0.2,0.05,0.00300686090393216,0.1,2.6821162619167487e-5
0.003257895,0.01,0.32578949999999995,0.2,0.05,0.00287340330901234,0.12,3.414711783909048e-5
0.003463158,0.01,0.3463158,0.2,0.05,0.00274654449073644,0.16,4.206368100279339e-5
0.003668421,0.01,0.3668420999999999,0.2,0.05,0.0026260024987967,0.24,5.0552482929685106e-5
0.003873684,0.01,0.3873684,0.2,0.05,0.00251150734279069,0.28,5.9595308998489516e-5
0.004078947,0.01,0.4078947,0.2,0.05,0.0024028004642956,0.22,6.917411444894248e-5
0.004284211,0.01,0.42842109999999994,0.2,0.05,0.00229963374404576,0.34,7.927108885831622e-5
0.004489474,0.01,0.4489474,0.2,0.05,0.0022017710052668,0.32,8.9868469714296e-5
0.004694737,0.01,0.4694737,0.2,0.05,0.00210898454208775,0.34,1.0094884943903648e-4
0.005,0.01,0.5,0.2,0.05,0.00197991719469715,0.5,1.1828365087744337e-4
0.005,0.01,0.5,0.2,0.05,0.00197991719469715,0.46,1.1828365087744337e-4
0.005151515,0.01,0.5151515,0.2,0.05,0.00191963538101642,0.4,1.2725293422758722e-4
0.005151515,0.01,0.5151515,0.2,0.05,0.00191963538101642,0.42,1.2725293422758722e-4
0.00530303,0.01,0.530303,0.2,0.05,0.00186175437261093,0.48,1.364555462667564e-4
0.00530303,0.01,0.530303,0.2,0.05,0.00186175437261093,0.42,1.364555462667564e-4
0.005454545,0.01,0.5454545,0.2,0.05,0.00180619750987549,0.52,1.458848504266655e-4
0.005454545,0.01,0.5454545,0.2,0.05,0.00180619750987549,0.58,1.458848504266655e-4
0.005606061,0.01,0.5606061,0.2,0.05,0.00175289016715307,0.62,1.5553434946926226e-4
0.005606061,0.01,0.5606061,0.2,0.05,0.00175289016715307,0.56,1.5553434946926226e-4
0.005757576,0.01,0.5757576,0.2,0.05,0.00170176106889274,0.58,1.6539743067495866e-4
0.005757576,0.01,0.5757576,0.2,0.05,0.00170176106889274,0.38,1.6539743067495866e-4
0.005909091,0.01,0.5909091,0.2,0.05,0.00165274010574986,0.62,1.7546774929518352e-4
0.005909091,0.01,0.5909091,0.2,0.05,0.00165274010574986,0.66,1.7546774929518352e-4
0.006060606,0.01,0.6060606,0.2,0.05,0.00160575968500823,0.64,1.8573897636233166e-4
0.006060606,0.01,0.6060606,0.2,0.05,0.00160575968500823,0.64,1.8573897636233166e-4
0.006212121,0.01,0.6212121,0.2,0.05,0.00156075430263657,0.62,1.9620486269704505e-4
0.006212121,0.01,0.6212121,0.2,0.05,0.00156075430263657,0.62,1.9620486269704505e-4
0.006363636,0.01,0.6363635999999999,0.2,0.05,0.00151766047682617,0.58,2.0685923984084965e-4
0.006363636,0.01,0.6363635999999999,0.2,0.05,0.00151766047682617,0.68,2.0685923984084965e-4
0.006515152,0.01,0.6515152,0.2,0.05,0.00147641641752049,0.72,2.1769609299745335e-4
0.006515152,0.01,0.6515152,0.2,0.05,0.00147641641752049,0.76,2.1769609299745335e-4
0.006666667,0.01,0.6666667000000001,0.2,0.05,0.00143696304089997,0.88,2.2870927446283322e-4
0.006666667,0.01,0.6666667000000001,0.2,0.05,0.00143696304089997,0.84,2.2870927446283322e-4
0.006818182,0.01,0.6818181999999999,0.2,0.05,0.00139924227670505,0.86,2.3989293345935345e-4
0.006818182,0.01,0.6818181999999999,0.2,0.05,0.00139924227670505,0.82,2.3989293345935345e-4
0.006969697,0.01,0.6969697,0.2,0.05,0.00136319811080474,0.84,2.51241231749807e-4
0.006969697,0.01,0.6969697,0.2,0.05,0.00136319811080474,0.76,2.51241231749807e-4
0.007121212,0.01,0.7121212,0.2,0.05,0.00132877625086703,0.88,2.627484150275333e-4
0.007272727,0.01,0.7272727,0.2,0.05,0.0012959240721387,0.84,2.7440881329743056e-4
0.007272727,0.01,0.7272727,0.2,0.05,0.0012959240721387,0.88,2.7440881329743056e-4
0.007424242,0.01,0.7424242,0.2,0.05,0.00126459056502128,0.8,2.862168411792614e-4
0.007424242,0.01,0.7424242,0.2,0.05,0.00126459056502128,0.9,2.862168411792614e-4
0.007575758,0.01,0.7575758,0.2,0.05,0.00123472609201808,0.9,2.9816707746503114e-4
0.007575758,0.01,0.7575758,0.2,0.05,0.00123472609201808,0.9,2.9816707746503114e-4
0.007727273,0.01,0.7727273,0.2,0.05,0.00120628311739067,0.94,3.102539488494885e-4
0.007727273,0.01,0.7727273,0.2,0.05,0.00120628311739067,0.86,3.102539488494885e-4
0.007878788,0.01,0.7878787999999999,0.2,0.05,0.00117921497760271,0.92,3.2247220330196107e-4
0.007878788,0.01,0.7878787999999999,0.2,0.05,0.00117921497760271,0.94,3.2247220330196107e-4
0.008030303,0.01,0.8030303000000001,0.2,0.05,0.00115347663321299,0.92,3.3481659550544697e-4
0.008181818,0.01,0.8181818000000001,0.2,0.05,0.00112902442263391,0.98,3.4728196523155924e-4
0.008181818,0.01,0.8181818000000001,0.2,0.05,0.00112902442263391,0.98,3.4728196523155924e-4
0.008333333,0.01,0.8333332999999999,0.2,0.05,0.00110581601924107,0.96,3.598632372497513e-4
0.008333333,0.01,0.8333332999999999,0.2,0.05,0.00110581601924107,0.94,3.598632372497513e-4
0.008484848,0.01,0.8484847999999999,0.2,0.05,0.00108381038988394,0.94,3.725554211816591e-4
0.008484848,0.01,0.8484847999999999,0.2,0.05,0.00108381038988394,0.98,3.725554211816591e-4
0.008636364,0.01,0.8636364000000001,0.2,0.05,0.00106296762094048,0.96,3.853536961108406e-4
0.008636364,0.01,0.8636364000000001,0.2,0.05,0.00106296762094048,0.98,3.853536961108406e-4
0.008787879,0.01,0.8787879,0.2,0.05,0.00104324942202002,1,3.9825307175881883e-4
0.008787879,0.01,0.8787879,0.2,0.05,0.00104324942202002,1,3.9825307175881883e-4
0.008939394,0.01,0.8939393999999999,0.2,0.05,0.00102461826340692,0.98,4.1124889504813925e-4
0.008939394,0.01,0.8939393999999999,0.2,0.05,0.00102461826340692,0.96,4.1124889504813925e-4
0.009090909,0.01,0.9090909,0.2,0.05,0.00100703789732907,0.96,4.243365125543193e-4
0.009090909,0.01,0.9090909,0.2,0.05,0.00100703789732907,0.98,4.243365125543193e-4
0.009242424,0.01,0.9242424,0.2,0.05,9.904731814265998e-4,1,4.375113542500579e-4
0.009242424,0.01,0.9242424,0.2,0.05,9.904731814265998e-4,1,4.375113542500579e-4
0.009393939,0.01,0.9393939,0.2,0.05,9.74890044712843e-4,0.98,4.5076893308644214e-4
0.009393939,0.01,0.9393939,0.2,0.05,9.74890044712843e-4,1,4.5076893308644214e-4
0.009545455,0.01,0.9545455,0.2,0.05,9.602553611030936e-4,1,4.641049328028817e-4
0.009545455,0.01,0.9545455,0.2,0.05,9.602553611030936e-4,0.98,4.641049328028817e-4
0.00969697,0.01,0.969697,0.2,0.05,9.465372975943964e-4,1,4.7751485484616267e-4
0.00969697,0.01,0.969697,0.2,0.05,9.465372975943964e-4,0.98,4.7751485484616267e-4
0.009848485,0.01,0.9848485,0.2,0.05,9.337047041934212e-4,1,4.909945459917152e-4
0.009848485,0.01,0.9848485,0.2,0.05,9.337047041934212e-4,1,4.909945459917152e-4
0.01,0.01,1,0.2,0.05,9.2172747640942e-4,1,5.045398462033054e-4
0.01,0.01,1,0.2,0.05,9.2172747640942e-4,1,5.045398462033054e-4
0.010151515,0.01,1.0151515,0.2,0.05,9.105764266568022e-4,1,5.181466758121013e-4
0.010151515,0.01,1.0151515,0.2,0.05,9.105764266568022e-4,1,5.181466758121013e-4
0.01030303,0.01,1.030303,0.2,0.05,9.002232562635245e-4,1,5.318110349049245e-4
0.01030303,0.01,1.030303,0.2,0.05,9.002232562635245e-4,1,5.318110349049245e-4
0.010454545,0.01,1.0454545,0.2,0.05,8.906405283713479e-4,1,5.455290026870011e-4
0.010454545,0.01,1.0454545,0.2,0.05,8.906405283713479e-4,1,5.455290026870011e-4
0.010606061,0.01,1.0606061,0.2,0.05,8.818015857587292e-4,1,5.592968278438082e-4
0.010606061,0.01,1.0606061,0.2,0.05,8.818015857587292e-4,1,5.592968278438082e-4
0.010757576,0.01,1.0757576,0.2,0.05,8.7368075384829e-4,1,5.731105640567353e-4
0.010757576,0.01,1.0757576,0.2,0.05,8.7368075384829e-4,1,5.731105640567353e-4
0.010909091,0.01,1.0909091,0.2,0.05,8.662529663416964e-4,1,5.869666145389887e-4
0.010909091,0.01,1.0909091,0.2,0.05,8.662529663416964e-4,1,5.869666145389887e-4
0.011060606,0.01,1.1060606,0.2,0.05,8.59493979451474e-4,1,6.0086136814262e-4
0.011060606,0.01,1.1060606,0.2,0.05,8.59493979451474e-4,1,6.0086136814262e-4
0.011212121,0.01,1.1212121,0.2,0.05,8.533802880682007e-4,1,6.147912893242815e-4
0.011212121,0.01,1.1212121,0.2,0.05,8.533802880682007e-4,1,6.147912893242815e-4
0.011363636,0.01,1.1363636,0.2,0.05,8.478891034171465e-4,1,6.287529173873846e-4
0.011363636,0.01,1.1363636,0.2,0.05,8.478891034171465e-4,1,6.287529173873846e-4
0.011515152,0.01,1.1515152,0.2,0.05,8.429983010723591e-4,0.98,6.427429581289459e-4
0.011515152,0.01,1.1515152,0.2,0.05,8.429983010723591e-4,1,6.427429581289459e-4
0.011666667,0.01,1.1666667,0.2,0.05,8.3868652512841e-4,1,6.567579135274022e-4
0.011666667,0.01,1.1666667,0.2,0.05,8.3868652512841e-4,1,6.567579135274022e-4
0.011818182,0.01,1.1818182,0.2,0.05,8.34932974433169e-4,1,6.707946349782355e-4
0.011818182,0.01,1.1818182,0.2,0.05,8.34932974433169e-4,1,6.707946349782355e-4
0.011969697,0.01,1.1969697,0.2,0.05,8.317175158296924e-4,1,6.848499533087925e-4
0.011969697,0.01,1.1969697,0.2,0.05,8.317175158296924e-4,1,6.848499533087925e-4
0.012121212,0.01,1.2121212,0.2,0.05,8.290206308644165e-4,1,6.989207702004872e-4
0.012121212,0.01,1.2121212,0.2,0.05,8.290206308644165e-4,1,6.989207702004872e-4
0.012272727,0.01,1.2272727,0.2,0.05,8.268233973257407e-4,1,7.130040573576531e-4
0.012272727,0.01,1.2272727,0.2,0.05,8.268233973257407e-4,1,7.130040573576531e-4
0.012424242,0.01,1.2424242,0.2,0.05,8.251074713569919e-4,1,7.270968556679237e-4
0.012424242,0.01,1.2424242,0.2,0.05,8.251074713569919e-4,1,7.270968556679237e-4
0.012575758,0.01,1.2575758,0.2,0.05,8.238550633504429e-4,1,7.41196367426979e-4
0.012575758,0.01,1.2575758,0.2,0.05,8.238550633504429e-4,1,7.41196367426979e-4
0.012727273,0.01,1.2727273,0.2,0.05,8.23048951140574e-4,1,7.552995832134472e-4
0.012878788,0.01,1.2878788,0.2,0.05,8.226724143050667e-4,1,7.694038393950223e-4
0.012878788,0.01,1.2878788,0.2,0.05,8.226724143050667e-4,1,7.694038393950223e-4
0.013030303,0.01,1.3030303,0.2,0.05,8.227092543806225e-4,1,7.835064450609913e-4
0.013030303,0.01,1.3030303,0.2,0.05,8.227092543806225e-4,1,7.835064450609913e-4
0.013181818,0.01,1.3181817999999998,0.2,0.05,8.231437698014177e-4,1,7.97604774191614e-4
0.013181818,0.01,1.3181817999999998,0.2,0.05,8.231437698014177e-4,1,7.97604774191614e-4
0.013333333,0.01,1.3333332999999998,0.2,0.05,8.239607410843752e-4,1,8.1169626478674e-4
0.013333333,0.01,1.3333332999999998,0.2,0.05,8.239607410843752e-4,1,8.1169626478674e-4
0.013484848,0.01,1.3484848,0.2,0.05,8.251454164697654e-4,1,8.257784179916839e-4
0.013484848,0.01,1.3484848,0.2,0.05,8.251454164697654e-4,1,8.257784179916839e-4
0.013636364,0.01,1.3636364,0.2,0.05,8.26683509289272e-4,1,8.398488900420078e-4
0.013636364,0.01,1.3636364,0.2,0.05,8.26683509289272e-4,1,8.398488900420078e-4
0.013787879,0.01,1.3787878999999998,0.2,0.05,8.285611415222794e-4,1,8.539051200034328e-4
0.013787879,0.01,1.3787878999999998,0.2,0.05,8.285611415222794e-4,1,8.539051200034328e-4
0.013939394,0.01,1.3939394,0.2,0.05,8.307648917612823e-4,1,8.679448861053339e-4
0.013939394,0.01,1.3939394,0.2,0.05,8.307648917612823e-4,1,8.679448861053339e-4
0.014090909,0.01,1.4090909,0.2,0.05,8.332817441497926e-4,1,8.819659333085556e-4
0.014090909,0.01,1.4090909,0.2,0.05,8.332817441497926e-4,1,8.819659333085556e-4
0.014242424,0.01,1.4242424,0.2,0.05,8.360990850889086e-4,1,8.959660653345934e-4
0.014242424,0.01,1.4242424,0.2,0.05,8.360990850889086e-4,1,8.959660653345934e-4
0.014393939,0.01,1.4393939,0.2,0.05,8.392046913173828e-4,1,9.099431437897525e-4
0.014393939,0.01,1.4393939,0.2,0.05,8.392046913173828e-4,1,9.099431437897525e-4
0.014545455,0.01,1.4545455,0.2,0.05,8.425867415619832e-4,1,9.238951792865952e-4
0.014545455,0.01,1.4545455,0.2,0.05,8.425867415619832e-4,1,9.238951792865952e-4
0.01469697,0.01,1.469697,0.2,0.05,8.462337142092183e-4,1,9.37819962404187e-4
0.01469697,0.01,1.469697,0.2,0.05,8.462337142092183e-4,1,9.37819962404187e-4
0.014848485,0.01,1.4848485,0.2,0.05,8.501345104795128e-4,1,9.517156153362339e-4
0.014848485,0.01,1.4848485,0.2,0.05,8.501345104795128e-4,1,9.517156153362339e-4
0.015,0.01,1.5,0.2,0.05,8.542783563367542e-4,1,9.65580222511489e-4
0.015,0.01,1.5,0.2,0.05,8.542783563367542e-4,1,9.65580222511489e-4
0.015151515,0.01,1.5151515,0.2,0.05,8.586548136892558e-4,1,9.79411921898963e-4
0.015151515,0.01,1.5151515,0.2,0.05,8.586548136892558e-4,1,9.79411921898963e-4
0.01530303,0.01,1.530303,0.2,0.05,8.632537704767662e-4,1,9.932089041489785e-4
0.01530303,0.01,1.530303,0.2,0.05,8.632537704767662e-4,1,9.932089041489785e-4
0.015454545,0.01,1.5454545,0.2,0.05,8.680654310557996e-4,1,0.0010069694117384627
0.015454545,0.01,1.5454545,0.2,0.05,8.680654310557996e-4,1,0.0010069694117384627
0.015606061,0.01,1.5606061,0.2,0.05,8.730803406223355e-4,1,0.0010206918285585228
0.015606061,0.01,1.5606061,0.2,0.05,8.730803406223355e-4,1,0.0010206918285585228
0.015757576,0.01,1.5757575999999998,0.2,0.05,8.78289242422954e-4,1,0.0010343743170498597
0.015757576,0.01,1.5757575999999998,0.2,0.05,8.78289242422954e-4,1,0.0010343743170498597
0.015909091,0.01,1.5909091,0.2,0.05,8.836832676601481e-4,1,0.001048015360783798
0.015909091,0.01,1.5909091,0.2,0.05,8.836832676601481e-4,1,0.001048015360783798
0.016060606,0.01,1.6060606000000002,0.2,0.05,8.892537958561644e-4,1,0.0010616134010930402
0.016060606,0.01,1.6060606000000002,0.2,0.05,8.892537958561644e-4,1,0.0010616134010930402
0.016212121,0.01,1.6212121,0.2,0.05,8.94992479032716e-4,1,0.0010751669269381849
0.016212121,0.01,1.6212121,0.2,0.05,8.94992479032716e-4,1,0.0010751669269381849
0.016363636,0.01,1.6363636,0.2,0.05,9.008912336991296e-4,1,0.0010886744740852827
0.016363636,0.01,1.6363636,0.2,0.05,9.008912336991296e-4,1,0.0010886744740852827
0.016515152,0.01,1.6515152000000002,0.2,0.05,9.069422735013668e-4,1,0.0011021347129668013
0.016515152,0.01,1.6515152000000002,0.2,0.05,9.069422735013668e-4,1,0.0011021347129668013
0.016666667,0.01,1.6666667,0.2,0.05,9.131379409213542e-4,1,0.0011155460928351686
0.016666667,0.01,1.6666667,0.2,0.05,9.131379409213542e-4,1,0.0011155460928351686
0.016818182,0.01,1.6818182000000002,0.2,0.05,9.194709396537706e-4,1,0.001128907373995694
0.016818182,0.01,1.6818182000000002,0.2,0.05,9.194709396537706e-4,1,0.001128907373995694
0.016969697,0.01,1.6969697,0.2,0.05,9.259341687038844e-4,1,0.0011422172713383832
0.016969697,0.01,1.6969697,0.2,0.05,9.259341687038844e-4,1,0.0011422172713383832
0.017121212,0.01,1.7121212,0.2,0.05,9.32520754939588e-4,1,0.0011554745425439404
0.017121212,0.01,1.7121212,0.2,0.05,9.32520754939588e-4,1,0.0011554745425439404
0.017272727,0.01,1.7272727,0.2,0.05,9.392240464045384e-4,1,0.0011686779873020109
0.017272727,0.01,1.7272727,0.2,0.05,9.392240464045384e-4,1,0.0011686779873020109
0.017424242,0.01,1.7424242,0.2,0.05,9.460376058288192e-4,1,0.001181826446536638
0.017424242,0.01,1.7424242,0.2,0.05,9.460376058288192e-4,1,0.001181826446536638
0.017575758,0.01,1.7575758,0.2,0.05,9.52955250317186e-4,1,0.0011949188878617768
0.017575758,0.01,1.7575758,0.2,0.05,9.52955250317186e-4,1,0.0011949188878617768
0.017727273,0.01,1.7727273,0.2,0.05,9.599708619194886e-4,1,0.0012079540595527835
0.017727273,0.01,1.7727273,0.2,0.05,9.599708619194886e-4,1,0.0012079540595527835
0.017878788,0.01,1.7878788,0.2,0.05,9.670786556949596e-4,1,0.0012209310082637037
0.017878788,0.01,1.7878788,0.2,0.05,9.670786556949596e-4,1,0.0012209310082637037
0.018030303,0.01,1.8030303,0.2,0.05,9.742729919685922e-4,1,0.0012338487322666597
0.018030303,0.01,1.8030303,0.2,0.05,9.742729919685922e-4,1,0.0012338487322666597
0.018181818,0.01,1.8181818,0.2,0.05,9.815484160615293e-4,1,0.0012467062673125681
0.018181818,0.01,1.8181818,0.2,0.05,9.815484160615293e-4,1,0.0012467062673125681
0.018333333,0.01,1.8333333,0.2,0.05,9.888996528656826e-4,1,0.0012595026859039474
0.018333333,0.01,1.8333333,0.2,0.05,9.888996528656826e-4,1,0.0012595026859039474
0.018484848,0.01,1.8484848,0.2,0.05,9.963216015771745e-4,1,0.0012722370965761141
0.018484848,0.01,1.8484848,0.2,0.05,9.963216015771745e-4,1,0.0012722370965761141
0.018636364,0.01,1.8636364,0.2,0.05,0.00100380938020934,1,0.0012849087266094891
0.018636364,0.01,1.8636364,0.2,0.05,0.00100380938020934,1,0.0012849087266094891
0.018787879,0.01,1.8787879,0.2,0.05,0.00101135812251455,1,0.0012975165872122704
0.018787879,0.01,1.8787879,0.2,0.05,0.00101135812251455,1,0.0012975165872122704
0.018939394,0.01,1.8939394,0.2,0.05,0.0010189632697273,1,0.0013100599746285052
0.018939394,0.01,1.8939394,0.2,0.05,0.0010189632697273,1,0.0013100599746285052
0.019090909,0.01,1.9090909,0.2,0.05,0.00102662036860662,1,0.0013225381345020638
0.019090909,0.01,1.9090909,0.2,0.05,0.00102662036860662,1,0.0013225381345020638
0.019242424,0.01,1.9242424,0.2,0.05,0.00103432511610152,1,0.0013349503450403588
0.019242424,0.01,1.9242424,0.2,0.05,0.00103432511610152,1,0.0013349503450403588
0.019393939,0.01,1.9393939,0.2,0.05,0.00104207335494107,1,0.0013472959163460183
0.019393939,0.01,1.9393939,0.2,0.05,0.00104207335494107,1,0.0013472959163460183
0.019545455,0.01,1.9545455,0.2,0.05,0.00104986112087332,1,0.0013595742705701554
0.019545455,0.01,1.9545455,0.2,0.05,0.00104986112087332,1,0.0013595742705701554
0.01969697,0.01,1.969697,0.2,0.05,0.00105768443264757,1,0.0013717846175578877
0.01969697,0.01,1.969697,0.2,0.05,0.00105768443264757,1,0.0013717846175578877
0.019848485,0.01,1.9848485,0.2,0.05,0.0010655395964095,1,0.0013839264404321462
0.019848485,0.01,1.9848485,0.2,0.05,0.0010655395964095,1,0.0013839264404321462
0.02,0.01,2,0.2,0.05,0.00107342299641512,1,0.001395999170363444
0.02,0.01,2,0.2,0.05,0.00107342299641512,1,0.001395999170363444
