a,replicate_number,x,gen,d_allele_freq, exp_d_allele_freq, dd_freq, exp_dd_freq, dwt_freq, exp_dwt_freq, wtwt_freq, exp_wtwt_freq
0.08,1,0.47,1,0.942308,0.0,0.884615,0.0,0.115385,0.0,0.0,1.0
0.08,1,0.5,1,0.961538,0.0,0.923077,0.0,0.0769231,0.0,0.0,1.0
0.08,1,0.54,1,0.633333,0.0,0.153846,0.0,0.179487,0.0,0.0512821,1.0
0.08,1,0.47,2,0.875,0.9535,0.75,0.910159,0.25,0.0866818,0.0,0.00315896
0.08,1,0.5,2,1.0,0.969359,1.0,0.940111,0.0,0.0584958,0.0,0.00139276
0.08,1,0.54,2,0.759259,0.655963,0.833333,0.452297,0.611111,0.407332,0.0555556,0.140371
0.08,1,0.47,3,0.705882,0.89525,0.588235,0.805725,0.235294,0.17905,0.176471,0.0152253
0.08,1,0.5,3,0.954545,1.0,0.909091,1.0,0.0909091,0.0,0.0,0.0
0.08,1,0.54,3,0.763158,0.785855,0.30303,0.630393,0.272727,0.310925,0.0,0.0586822
0.08,1,0.47,4,0.590909,0.731978,0.363636,0.552822,0.454545,0.358311,0.181818,0.0888668
0.08,1,0.5,4,0.9375,0.963634,0.875,0.929218,0.125,0.068831,0.0,0.00195099
0.08,1,0.54,4,0.555556,0.789713,0.375,0.636157,0.5,0.30711,0.25,0.0567322
0.08,1,0.47,5,0.66,0.610329,0.44,0.396714,0.44,0.42723,0.12,0.176056
0.08,1,0.5,5,1.0,0.94948,1.0,0.902675,0.0,0.0936107,0.0,0.00371471
0.08,1,0.54,5,0.673077,0.571802,1.25,0.35248,1.875,0.438642,0.125,0.208877
0.08,1,0.47,6,0.735294,0.684233,0.529412,0.488503,0.411765,0.39146,0.0588235,0.120037
0.08,1,0.5,6,0.9375,1.0,0.875,1.0,0.125,0.0,0.0,0.0
0.08,1,0.54,6,0.578947,0.697963,0.25,0.506586,0.1875,0.382754,0.15625,0.11066
0.08,1,0.47,7,0.652778,0.761905,0.444444,0.595238,0.416667,0.333333,0.138889,0.0714286
0.08,1,0.5,7,0.866667,0.94948,0.733333,0.902675,0.266667,0.0936107,0.0,0.00371471
0.08,1,0.54,7,0.33871,0.597337,0.133333,0.381525,1.13333,0.431624,0.8,0.18685
0.08,1,0.47,8,0.75,0.676612,0.529412,0.478607,0.441176,0.39601,0.0294118,0.125383
0.08,1,0.5,8,0.825,0.88775,0.65,0.792876,0.35,0.189748,0.0,0.0173762
0.08,1,0.54,8,0.552632,0.332852,0.5,0.132162,1.1,0.401381,0.3,0.466457
0.08,1,0.47,9,0.8,0.77665,0.666667,0.616751,0.266667,0.319797,0.0666667,0.0634518
0.08,1,0.5,9,0.842105,0.849343,0.736842,0.72906,0.210526,0.240565,0.0526316,0.0303744
0.08,1,0.54,9,0.578947,0.568599,0.263158,0.348913,0.631579,0.439372,0.105263,0.211715
0.08,1,0.47,10,0.648148,0.8256,0.444444,0.6912,0.407407,0.2688,0.148148,0.04
0.08,1,0.5,10,0.666667,0.86529,0.333333,0.755162,0.666667,0.220256,0.0,0.0245821
0.08,1,0.54,10,0.4,0.597337,0.166667,0.381525,0.666667,0.431624,0.416667,0.18685
0.08,1,0.47,11,0.825,0.671712,0.75,0.472298,0.15,0.398829,0.1,0.128873
0.08,1,0.5,11,0.815789,0.691244,0.631579,0.497696,0.368421,0.387097,0.0,0.115207
0.08,1,0.54,11,0.369565,0.4,0.157895,0.184615,0.578947,0.430769,0.473684,0.384615
0.08,1,0.47,12,0.555556,0.849343,0.277778,0.72906,0.555556,0.240565,0.166667,0.0303744
0.08,1,0.5,12,0.84,0.840655,0.68,0.715069,0.32,0.251171,0.0,0.0337596
0.08,1,0.54,12,0.71875,0.366536,0.32,0.157528,0.28,0.418016,0.04,0.424456
0.08,1,0.47,13,0.625,0.571802,0.4375,0.35248,0.375,0.438642,0.1875,0.208877
0.08,1,0.5,13,0.692308,0.863341,0.423077,0.751942,0.538462,0.222798,0.0384615,0.0252605
0.08,1,0.54,13,0.65625,0.74514,0.230769,0.571274,0.346154,0.347732,0.0384615,0.0809935
0.08,1,0.47,14,0.586957,0.647059,0.434783,0.441176,0.304348,0.411765,0.26087,0.147059
0.08,1,0.5,14,0.846154,0.71798,0.692308,0.533545,0.307692,0.36887,0.0,0.0975848
0.08,1,0.54,14,0.636364,0.680279,0.192308,0.483356,0.153846,0.393846,0.0769231,0.122798
0.08,1,0.47,15,0.742424,0.606041,0.545455,0.39167,0.393939,0.428742,0.0606061,0.179588
0.08,1,0.5,15,0.714286,0.869028,0.428571,0.761361,0.571429,0.215334,0.0,0.0233046
0.08,1,0.54,15,0.363636,0.659193,0.428571,0.456364,0.285714,0.405657,0.857143,0.137979
0.08,1,0.47,16,0.6,0.769073,0.2,0.605645,0.8,0.326856,0.0,0.0674994
0.08,1,0.5,16,0.4,0.740586,0.0666667,0.564854,0.666667,0.351464,0.266667,0.083682
0.08,1,0.54,16,0.392857,0.360042,0.0666667,0.152489,0.6,0.415108,0.266667,0.432404
0.08,1,0.47,17,0.73913,0.620168,0.565217,0.408403,0.347826,0.423529,0.0869565,0.168067
0.08,1,0.5,17,0.761905,0.4,0.52381,0.184615,0.47619,0.430769,0.0,0.384615
0.08,1,0.54,17,0.521739,0.392129,0.238095,0.178077,0.666667,0.428104,0.190476,0.393819
0.08,1,0.47,18,0.552632,0.765766,0.421053,0.600832,0.263158,0.329868,0.315789,0.0693001
0.08,1,0.5,18,0.791667,0.788474,0.625,0.634303,0.333333,0.308342,0.0416667,0.0573552
0.08,1,0.54,18,0.574074,0.534639,0.416667,0.312114,0.458333,0.445051,0.25,0.242835
0.08,1,0.47,19,0.818182,0.568599,0.636364,0.348913,0.363636,0.439372,0.0,0.211715
0.08,1,0.5,19,0.833333,0.817574,0.666667,0.678666,0.333333,0.277816,0.0,0.0435176
0.08,1,0.54,19,0.590909,0.592031,0.4,0.375401,0.933333,0.433259,0.133333,0.191339
0.08,1,0.47,20,0.631579,0.842918,0.368421,0.718699,0.526316,0.248439,0.105263,0.0328623
0.08,1,0.5,20,0.825,0.857143,0.65,0.741758,0.35,0.230769,0.0,0.0274725
0.08,1,0.54,20,0.729167,0.610329,1.3,0.396714,0.9,0.42723,0.2,0.176056
0.08,1,0.47,21,0.690476,0.654091,0.5,0.449948,0.380952,0.408286,0.119048,0.141766
0.08,1,0.5,21,0.826923,0.849343,0.653846,0.72906,0.346154,0.240565,0.0,0.0303744
0.08,1,0.54,21,0.454545,0.755717,0.115385,0.586332,0.538462,0.33877,0.192308,0.0748981
0.08,1,0.47,22,0.653846,0.716083,0.423077,0.530959,0.461538,0.370247,0.115385,0.0987934
0.08,1,0.5,22,0.84375,0.851148,0.75,0.731987,0.1875,0.238321,0.0625,0.0296912
0.08,1,0.54,22,0.482759,0.460317,0.4375,0.238095,0.875,0.444444,0.5,0.31746
0.08,1,0.47,23,0.7,0.677741,0.45,0.480066,0.5,0.395349,0.05,0.124585
0.08,1,0.5,23,0.625,0.86681,0.375,0.75768,0.5,0.218262,0.125,0.0240588
0.08,1,0.54,23,0.636364,0.491564,1.5,0.268126,2.25,0.446876,0.375,0.284998
0.08,1,0.47,24,0.568182,0.725926,0.272727,0.544444,0.590909,0.362963,0.136364,0.0925926
0.08,1,0.5,24,0.85,0.647059,0.7,0.441176,0.3,0.411765,0.0,0.147059
0.08,1,0.54,24,0.659091,0.659193,1.0,0.456364,0.9,0.405657,0.3,0.137979
0.08,1,0.47,25,0.820513,0.585605,0.717949,0.368048,0.205128,0.435115,0.0769231,0.196838
0.08,1,0.5,25,0.75,0.872566,0.5,0.767257,0.5,0.210619,0.0,0.0221239
0.08,1,0.54,25,0.7,0.683275,0.833333,0.487254,0.666667,0.392043,0.166667,0.120703
0.08,1,0.47,26,0.595238,0.845119,0.285714,0.722238,0.619048,0.245762,0.0952381,0.0320002
0.08,1,0.5,26,0.75,0.77665,0.5625,0.616751,0.375,0.319797,0.0625,0.0634518
0.08,1,0.54,26,0.462963,0.725926,0.375,0.544444,0.8125,0.362963,0.5,0.0925926
0.08,1,0.47,27,0.865385,0.615018,0.769231,0.402265,0.192308,0.425507,0.0384615,0.172229
0.08,1,0.5,27,0.875,0.77665,0.75,0.616751,0.25,0.319797,0.0,0.0634518
0.08,1,0.54,27,0.772727,0.469642,0.75,0.246891,0.2,0.445501,0.15,0.307608
0.08,1,0.47,28,0.733333,0.88659,0.533333,0.790901,0.4,0.191379,0.0666667,0.0177202
0.08,1,0.5,28,1.0,0.89525,1.0,0.805725,0.0,0.17905,0.0,0.0152253
0.08,1,0.54,28,0.571429,0.799133,0.733333,0.650358,0.666667,0.29755,0.466667,0.052092
0.08,1,0.47,29,0.735294,0.759927,0.529412,0.592384,0.411765,0.335086,0.0588235,0.0725295
0.08,1,0.5,29,0.882353,1.0,0.764706,1.0,0.235294,0.0,0.0,0.0
0.08,1,0.54,29,0.409091,0.589147,0.176471,0.372093,0.176471,0.434109,0.294118,0.193798
0.08,1,0.47,30,0.71875,0.761905,0.5625,0.595238,0.3125,0.333333,0.125,0.0714286
0.08,1,0.5,30,0.75,0.901816,0.5,0.817081,0.5,0.169469,0.0,0.0134499
0.08,1,0.54,30,0.533333,0.41003,0.4,0.193096,0.8,0.433869,0.3,0.373035
0.08,1,0.47,31,0.722222,0.74514,0.444444,0.571274,0.555556,0.347732,0.0,0.0809935
0.08,1,0.5,31,0.607143,0.77665,0.428571,0.616751,0.357143,0.319797,0.214286,0.0634518
0.08,1,0.54,31,0.461538,0.547408,0.214286,0.32573,0.428571,0.443355,0.285714,0.230914
0.08,1,0.47,32,0.75,0.748674,0.545455,0.576282,0.409091,0.344784,0.0454545,0.0789341
0.08,1,0.5,32,0.810345,0.627877,0.655172,0.417675,0.310345,0.420405,0.0344828,0.161921
0.08,1,0.54,32,0.391304,0.468064,0.206897,0.245393,0.206897,0.445342,0.37931,0.309265
0.08,1,0.47,33,0.857143,0.77665,0.75,0.616751,0.214286,0.319797,0.0357143,0.0634518
0.08,1,0.5,33,0.87037,0.835486,0.777778,0.706821,0.185185,0.25733,0.037037,0.0358489
0.08,1,0.54,33,0.630435,0.390419,0.407407,0.17667,0.259259,0.427498,0.185185,0.395832
0.08,1,0.47,34,0.75,0.879103,0.538462,0.778223,0.423077,0.201761,0.0384615,0.020016
0.08,1,0.5,34,0.907407,0.891091,0.814815,0.798583,0.185185,0.185015,0.0,0.016402
0.08,1,0.54,34,0.519231,0.652869,0.407407,0.448418,0.185185,0.408902,0.37037,0.142679
0.08,1,0.47,35,0.547619,0.77665,0.333333,0.616751,0.428571,0.319797,0.238095,0.0634518
0.08,1,0.5,35,0.8,0.92382,0.6,0.855892,0.4,0.135856,0.0,0.0082517
0.08,1,0.54,35,0.34375,0.531873,0.0666667,0.309199,0.6,0.445349,0.4,0.245452
0.08,1,0.47,36,0.775,0.563103,0.55,0.34283,0.45,0.440545,0.0,0.216624
0.08,1,0.5,36,0.673077,0.8256,0.423077,0.6912,0.5,0.2688,0.0769231,0.04
0.08,1,0.54,36,0.583333,0.338335,0.461538,0.136159,0.423077,0.404351,0.269231,0.45949
0.08,1,0.47,37,0.82,0.801361,0.64,0.653741,0.36,0.295238,0.0,0.0510204
0.08,1,0.5,37,0.738095,0.697963,0.52381,0.506586,0.428571,0.382754,0.047619,0.11066
0.08,1,0.54,37,0.708333,0.602106,0.238095,0.387068,0.333333,0.430076,0.0,0.182855
0.08,1,0.47,38,0.87931,0.844635,0.758621,0.721459,0.241379,0.246352,0.0,0.0321888
0.08,1,0.5,38,0.925926,0.764725,0.888889,0.599321,0.0740741,0.330808,0.037037,0.0698711
0.08,1,0.54,38,0.375,0.734493,0.0740741,0.556324,0.0740741,0.356338,0.148148,0.0873378
0.08,1,0.47,39,0.75,0.899105,0.571429,0.81238,0.357143,0.173449,0.0714286,0.0141707
0.08,1,0.5,39,0.869565,0.939712,0.73913,0.884666,0.26087,0.110092,0.0,0.00524246
0.08,1,0.54,39,0.555556,0.372497,0.0434783,0.162216,0.347826,0.420561,0.0,0.417223
0.08,1,0.47,40,0.75,0.77665,0.666667,0.616751,0.166667,0.319797,0.166667,0.0634518
0.08,1,0.5,40,0.9125,0.890365,0.825,0.797342,0.175,0.186047,0.0,0.0166113
0.08,1,0.54,40,0.657143,0.571802,0.45,0.35248,0.25,0.438642,0.175,0.208877
0.08,1,0.47,41,0.942857,0.77665,0.885714,0.616751,0.114286,0.319797,0.0,0.0634518
0.08,1,0.5,41,0.71875,0.928222,0.5,0.863799,0.4375,0.128847,0.0625,0.00735427
0.08,1,0.54,41,0.73913,0.681221,0.75,0.48458,0.625,0.393282,0.0625,0.122137
0.08,1,0.47,42,0.828571,0.953958,0.657143,0.911015,0.342857,0.0858869,0.0,0.00309837
0.08,1,0.5,42,1.0,0.74514,1.0,0.571274,0.0,0.347732,0.0,0.0809935
0.08,1,0.54,42,0.733333,0.765766,0.333333,0.600832,0.25,0.329868,0.0416667,0.0693001
0.08,1,0.47,43,0.868421,0.852693,0.736842,0.734498,0.263158,0.23639,0.0,0.0291121
0.08,1,0.5,43,0.947368,1.0,0.894737,1.0,0.105263,0.0,0.0,0.0
0.08,1,0.54,43,0.759259,0.759927,0.894737,0.592384,0.368421,0.335086,0.157895,0.0725295
0.08,1,0.47,44,0.7875,0.889334,0.625,0.795579,0.325,0.18751,0.05,0.0169111
0.08,1,0.5,44,0.84375,0.957708,0.6875,0.91804,0.3125,0.0793368,0.0,0.00262357
0.08,1,0.54,44,0.72,0.785855,0.8125,0.630393,0.625,0.310925,0.125,0.0586822
0.08,1,0.47,45,0.8125,0.813541,0.625,0.672416,0.375,0.282249,0.0,0.0453348
0.08,1,0.5,45,0.75,0.86681,0.538462,0.75768,0.423077,0.218262,0.0384615,0.0240588
0.08,1,0.54,45,0.657143,0.746413,0.653846,0.573076,0.461538,0.346675,0.230769,0.0802489
0.08,1,0.47,46,0.810345,0.837535,0.655172,0.710084,0.310345,0.254902,0.0344828,0.035014
0.08,1,0.5,46,0.895833,0.77665,0.791667,0.616751,0.208333,0.319797,0.0,0.0634518
0.08,1,0.54,46,0.833333,0.681221,0.5,0.48458,0.25,0.393282,0.0,0.122137
0.08,1,0.47,47,0.763158,0.835486,0.578947,0.706821,0.368421,0.25733,0.0526316,0.0358489
0.08,1,0.5,47,0.90625,0.913727,0.84375,0.837944,0.125,0.151566,0.03125,0.0104904
0.08,1,0.54,47,0.5,0.857143,0.09375,0.741758,0.15625,0.230769,0.09375,0.0274725
0.08,1,0.47,48,0.833333,0.789713,0.69697,0.636157,0.272727,0.30711,0.030303,0.0567322
0.08,1,0.5,48,0.894737,0.922817,0.789474,0.854096,0.210526,0.137441,0.0,0.0084631
0.08,1,0.54,48,0.672414,0.510638,0.736842,0.287234,0.578947,0.446809,0.210526,0.265957
0.08,1,0.47,49,0.941176,0.857143,0.882353,0.741758,0.117647,0.230769,0.0,0.0274725
0.08,1,0.5,49,0.903846,0.912764,0.807692,0.836245,0.192308,0.153038,0.0,0.010717
