a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.0637,-1,1777.12,0,3554.24,1919.2896,27857.35,100
0.0637,0,1427.47,668.89,3523.83,1822.6014,26851.9,100
0.0637,1,1279.07,897.98,3456.12,1758.5472,26303.95,100
0.0637,2,1186.99,1044.4,3418.38,1720.5972,25929.04,100
0.0637,3,1112.84,1145.34,3371.02,1682.91,25737.77,100
0.0637,4,1066.73,1221.34,3354.8,1665.0312,25583.77,100
0.0637,5,1032.12,1276.95,3341.19,1651.0086000000001,25487.42,100
0.0637,6,1001.61,1338.2,3341.42,1643.7828,25476.55,100
0.0637,7,975.79,1379.94,3331.52,1633.428,25420.02,100
0.0637,8,954.59,1424.3,3333.48,1629.1632,25374.35,100
0.0637,9,933.34,1455.12,3321.8,1619.1576,25356.91,100
0.0637,10,916.97,1474.41,3308.35,1609.5798,25310.8,100
0.0637,11,900.9,1500.52,3302.32,1603.1904,25315.15,100
0.0637,12,884.82,1514.55,3284.19,1591.7166,25308.49,100
0.0637,13,873.58,1534.42,3281.58,1587.9228,25298.11,100
0.0637,14,858.65,1540.48,3257.78,1574.3436,25240.85,100
0.0637,15,842.93,1539.88,3225.74,1557.114,25264.09,100
0.0637,16,837.43,1556.98,3231.84,1558.356,25245.38,100
0.0637,17,817.69,1568.81,3204.19,1542.0054,25208.57,100
0.0637,18,802.39,1570.6,3175.38,1526.2332,25246.92,100
0.0637,19,782.2,1583.19,3147.59,1509.7158,25233.4,100
0.0637,20,761.76,1576.75,3100.27,1484.9358,25229.35,100
0.0637,21,745.58,1568.74,3059.9,1464.0972,25237.44,100
0.0637,22,729.91,1572.07,3031.89,1448.5722,25222.37,100
0.0637,23,703.97,1563.7,2971.64,1417.0416,25216.21,100
0.0637,24,692.58,1548,2933.16,1398.1464,25193.64,100
0.0637,25,673.6,1548.7,2895.9,1377.942,25215.25,100
0.0637,26,653.39,1535.76,2842.54,1350.6804,25179.53,100
0.0637,27,635.7,1512.42,2783.82,1321.7724,25174.88,100
0.0637,28,611.32,1499.4,2722.04,1289.9736,25152.96,100
0.0637,29,593.98,1476.6,2664.56,1261.6704,25191.45,100
0.0637,30,577.4,1460.53,2615.33,1237.0146,25218.21,100
0.0637,31,556.48,1430.68,2543.64,1201.884,25191.11,100
0.0637,32,540.67,1409.36,2490.7,1175.8548,25189.38,100
0.0637,33,525.4,1379.94,2430.74,1147.0067999999999,25210.7,100
0.0637,34,510.72,1343.5,2364.94,1115.8476,25283.16,100
0.0637,35,494.47,1318.82,2307.76,1087.932,25255.28,100
0.0637,36,483.66,1286.38,2253.7,1062.6324,25288.61,100
0.0637,37,466.95,1243.92,2177.82,1026.7524,25264.55,100
0.0637,38,452.89,1208.47,2114.25,996.6786,25292.81,100
0.0637,39,438.05,1180.39,2056.49,968.8578,25321.72,100
0.0637,40,423.89,1142.76,1990.54,937.7604,25341.74,100
0.0637,41,410.98,1100.78,1922.74,906.186,25358.6,100
0.0637,42,401.49,1060.6,1863.58,879.0612,25358.92,100
0.0637,43,395.28,1022.66,1813.22,856.4196,25327.57,100
0.0637,44,386.59,979.56,1752.74,828.9324,25360.17,100
0.0637,45,374.43,940.2,1689.06,799.2684,25378.83,100
0.0637,46,366.54,904.39,1637.47,775.707,25422.81,100
0.0637,47,361.06,864.01,1586.13,752.829,25460.29,100
0.0637,48,354.75,834.8,1544.3,733.746,25475.07,100
0.0637,49,349.53,804.35,1503.41,715.3194,25462.53,100
0.0637,50,345.12,771.64,1461.88,696.8184,25472.54,100
0.0637,51,347.05,739.13,1433.23,685.2486,25458.14,100
0.0637,52,341,710.65,1392.65,666.753,25481.55,100
0.0637,53,341.28,681.31,1363.87,654.7326,25530.15,100
0.0637,54,335.83,655.87,1327.53,638.1618,25532.43,100
0.0637,55,336.74,627.15,1300.63,627.0822,25555,100
0.0637,56,337.44,599.19,1274.07,616.095,25554.07,100
0.0637,57,331.8,574.92,1238.52,599.8104,25566.25,100
0.0637,58,329.8,552.87,1212.47,588.3894,25608.93,100
0.0637,59,333.45454545454544,538.929292929293,1205.8383838383838,586.4812121212121,25617.262626262625,99
0.0637,60,335.62626262626264,515.7777777777778,1187.030303030303,579.1030303030303,25601.49494949495,99
0.0637,61,339.1313131313131,495.1212121212121,1173.3838383838383,574.2127272727273,25597.81818181818,99
0.0637,62,337.09090909090907,480.030303030303,1154.2121212121212,565.670909090909,25617.656565656565,99
0.0637,63,339.8989898989899,467.37373737373736,1147.171717171717,563.3878787878788,25626.666666666668,99
0.0637,64,343.85858585858585,453.4141414141414,1141.1313131313132,561.8012121212121,25647.08080808081,99
0.0637,65,348.62626262626264,437.2121212121212,1134.4646464646464,560.1454545454545,25638.989898989897,99
0.0637,66,355.83505154639175,434.680412371134,1146.3505154639174,566.8676288659794,25623.59793814433,97
0.0637,67,364.3263157894737,430.69473684210527,1159.3473684210526,574.3642105263158,25621.58947368421,95
0.0637,68,384.8791208791209,434.6703296703297,1204.4285714285713,598.230989010989,25614.747252747253,91
0.0637,69,402.67045454545456,432,1237.340909090909,616.324090909091,25601.18181818182,88
0.0637,70,419.95348837209303,431.3139534883721,1271.2209302325582,634.7016279069768,25652.43023255814,86
0.0637,71,457.25925925925924,440.01234567901236,1354.530864197531,678.6451851851851,25640.185185185186,81
0.0637,72,496.5657894736842,460.11842105263156,1453.25,729.5407894736842,25616.86842105263,76
0.0637,73,533,466.83561643835617,1532.835616438356,771.7109589041096,25662.246575342466,73
0.0637,74,538.7361111111111,465.90277777777777,1543.375,777.5141666666666,25656.61111111111,72
0.0637,75,562.1304347826087,469.0869565217391,1593.3478260869565,804.1173913043478,25691.753623188404,69
0.0637,76,592.3582089552239,467.1044776119403,1651.8208955223881,835.9307462686567,25633.671641791047,67
0.0637,77,605.3939393939394,467.2121212121212,1678,850.0545454545454,25629.196969696968,66
0.0637,78,634.75,473.3125,1742.8125,884.32125,25632.25,64
0.0637,79,658.984126984127,463.6666666666667,1781.6349206349207,906.4428571428572,25694.507936507936,63
0.0637,80,699.1666666666666,479.4,1877.7333333333333,956.448,25624.65,60
0.0637,81,706.4833333333333,468.2,1881.1666666666667,959.646,25665.866666666665,60
0.0637,82,724.0677966101695,474.93220338983053,1923.0677966101696,981.4647457627119,25602.881355932204,59
0.0637,83,759.2586206896551,477.0689655172414,1995.5862068965516,1020.3682758620689,25647.724137931036,58
0.0637,84,834.2592592592592,507.81481481481484,2176.3333333333335,1114.2822222222221,25705.62962962963,54
0.0637,85,926.0612244897959,546.8979591836735,2399.0204081632655,1229.8432653061225,25711.38775510204,49
0.0637,86,978.1914893617021,552.9787234042553,2509.3617021276596,1288.6978723404256,25652.510638297874,47
0.0637,87,1023.8444444444444,575,2622.688888888889,1347.252,25686.088888888888,45
0.0637,88,1083.3720930232557,594.8837209302326,2761.6279069767443,1419.893023255814,25697.558139534885,43
0.0637,89,1140.2142857142858,598.5,2878.9285714285716,1482.8014285714285,25670.119047619046,42
0.0637,90,1287.921052631579,650.0526315789474,3225.8947368421054,1663.9768421052631,25647.42105263158,38
0.0637,91,1301.842105263158,650.8947368421053,3254.5789473684213,1679.3652631578948,25667.57894736842,38
0.0637,92,1319.7631578947369,652.8157894736842,3292.342105263158,1699.526842105263,25714.315789473683,38
0.0637,93,1399.3055555555557,679.1111111111111,3477.722222222222,1796.4766666666667,25685.305555555555,36
0.0637,94,1467.8857142857144,699.4857142857143,3635.2571428571428,1879.1005714285714,25721.85714285714,35
0.0637,95,1528.3529411764705,716.1176470588235,3772.823529411765,1951.3905882352942,25679.647058823528,34
0.0637,96,1650.46875,763.09375,4064.03125,2103.0056250000002,25668.5,32
0.0637,97,1708.1612903225807,771.9354838709677,4188.258064516129,2169.0270967741935,25650.516129032258,31
0.0637,98,1930.357142857143,861.75,4722.464285714285,2446.720714285714,25652.785714285714,28
0.0637,99,2031.3703703703704,876.6666666666666,4939.407407407408,2562.08,25617.814814814814,27
0.0637,100,2141.576923076923,898.8846153846154,5182.038461538462,2690.4346153846154,25663.53846153846,26
